Restaurant	Food restrictions	Menu
		"Noodles | Sichuan Dandan Noodles with pork : Fresh homemade noodles with pork minced pork in sesame-peanut chili sauce,
Pak Choy, bean sprouts, shimeji mushrooms and preserved vegetables,
with spring onions, coriander and peanut on the top."
		"Noodles | Wonton nuudelikeitto : Tuoreita kotitekoisia nuudeleita, 8 kpl kotitekoinen Wonton (broiler ja sieni),
pak choi, Shimeji-sieniä, pavunituja, kevätsipulia ja korianteria."
Chicco	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Degustazione di salumi e formaggi : Lajitelma leikkeleitä ja juustojaSelection of cured meats and cheeses
		Antipasti | Bruschetta della casa : Bruschetta talon tapaanBruschetta of the house
		Pizza | Alba : Tomaattikastiketta, mortadellaa, burrataa, tryffelikastiketta, kirsikkatomaattejaTomato sauce, mortadella, burrata, truffle sauce, cherry tomato
		Pizza | Valtellinese : Tomaattikastiketta, bresaolaa, burrataa, kirsikkatomaatteja, rucolaa, tryffelikastikettaTomato sauce, bresaola, burrata, cherry tomato, rocket, truffle sauce
		Pizza | Margherita : Tomaattikastiketta, mozzarellaa, basilikaaTomato sauce, mozzarella, basil
		Desserts | Panna Cotta
		Desserts | Tiramisu
		Desserts | Gelato
El Fant	['Gluten-free', 'Vegan', 'Vegetarian']	Brunch | Brunch - Saturday & Sunday 11:00-13:00 : Multiple options - for example:Vegetarian Plate 20eu (L)Includes sourdough toast, herbed butter beans, garlic pulled oats, poached egg, Koskenlaskija cheese sauce, cucumber-tomatoes, yogurt with jam, fresh fruits, filter coffee*, tea and juice€20Fish Plate 23eu (L)Includes sourdough toast, herbed butter beans, smoked salmon, poached egg, Koskenlaskija cheese sauce, cucumber-tomatoes, yogurt with jam, fresh fruits, filter coffee*, tea and juice€23Meat plate 23eu (L)Includes sourdough toast, herbed butter beans, sausages, poached egg, Koskenlaskija cheese sauce, cucumber-tomatoes, yogurt with jam, fresh fruits, filter coffee*, tea and juice€23
		Sandwiches | Pepper, Tomatoes and Anchovies (L) : Red Pepper Confit and Harissa Tomatoes, Anchovy
		Sandwiches | Leeks and Mushrooms (L) : Braised leeks, Local Mushroom ragu
		Sandwiches | Roquefort and Walnut (L) : Creamed Roquefort, Toasted Walnuts and Finnish Honey
		Snacks | Miso Almonds (VG)
		Snacks | Sourdough Toast (L)
		Snacks | Cheese Plate with homemade jam (L) : (3 kinds of cheese, 1 compote or jam)Served with rye crisps
Bistro Traba	['Gluten-free', 'Vegan', 'Vegetarian']	Brunch | Vaihtuva brunssi : Katso koko menu
Green Hippo Punavuori	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | AVOKADOPASTA - THE NOTHING NEW : Avokado, chili, valkosipuli, basilikaöljy, parmesaani
		Mains | BUDDHA BOWL - READY, STEADY, ZEN! : Kvinoa, bataatti, kukkakaalipyree, punajuurihummus, porkkana, avokado, punakaali, granaattiomena, soijapapu, korianteri, chili. Tarjoillaan Nirvana-kastikkeen (chili, lime, inkivääri) kanssa.
		Mains | NUUDELISALAATTI - GO NUTS : Lasinuudeli, porkkana, avokado, punakaali, parsakaali, maapähkinävoikastike
		Desserts | OMENAPIIRAKKA : Tarjoillaan soija-vaniljakastikkeen kera
		Desserts | SUKLAAKAKKU - BETTER THAN (MOST) SEX : Tarjoillaan talon jäätelön kera
Vapiano Mikonkatu	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | PIATTO ANTIPASTI MASSIMO piccolo : Italialaista salamia, tulista italialaista makkaraa, ilmakuivattua kinkkua, italialaista kovaa juustoa, Camembert-juustoa, viinirypäleitä, oliiveja sekä leipätikkuja.
		Starters | ANTIPASTI CON AGLIO : Pizzataikinasta tehtyä valkosipulilla ja rosmariinilla maustettua leipää
		Salads | INSALATA MISTA PICCOLO : Lehtisalaattisekoitusta, kirsikkatomaatteja, porkkanaa ja italialaista kovaa juustoa.
		Pasta | CAPRESE : Vapianon punaista pestoa, mozzarellaa, pinjansiemeniä ja kirsikkatomaatteja
		Pasta | CARBONARA : Pekonia ja sipulia kermakastikkeessa, kananmunaa, italialaista kovaa juustoa ja tuoretta persiljaa.
		Pizza | PESTO CON SPINACI : Babypinaattia, marinoituja tomaatteja, kermaista pestokastikketta ja mozzarellaa.
		Desserts | TIRAMISÚ : Vapianon espressolla maustettu mascarponeherkku.
Zen Sushi	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Nagaimo Tanzaku : Kiinanperuna, wasabi, nori, soijakastike
		Starters | Edamame : Vihreät soijapavut
		Starters | Takoikawasa : Kalmari, tursas, wasabi, soijakastike, kevätsipuli, shisolehti, seesaminsiemen
		Sushi | Lajitelma 8 kpl : 3 lohi, 1 tsauna, 1 ravunpyrstö, 1 kampasimpukka, 2 futomakirulla
		Sushi | Lajitelma 10 kpl : 3 lohi, 1 päivän nigiri, 1 ravunpyrstö, 1 kirjolohenmäti, 1 tsuna, 1 futomakirulla
		Sushi | Kasvislajitelma 8 kpl : tofu, kurkkunigiri, avokado, vegetsuna, 4 saladamakirulla
		Desserts | Kotitekoinen Matchajäätelö
		Desserts | Kotitekoinen Daifuku : tahmea riisipallo, makea papupesto
Green Hippo Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | MORNING QUICKIE : Avokadoleipä, latte / cappucino, health shot
		Breakfast | LIVING ON THE PORREDGE : ​Puuro marjoilla ja maapähkinävoilla, kahvi, mehu
		Breakfast | ​HILBERT'S SPECIAL : Munakokkeli, smoothie, kahvi
		Mains | AVOKADOPASTA - THE NOTHING NEW : Avokado, chili, valkosipuli, basilikaöljy, parmesaani
		Mains | BUDDHA BOWL - READY, STEADY, ZEN! : Kvinoa, bataatti, kukkakaalipyree, punajuurihummus, porkkana, avokado, punakaali, granaattiomena, soijapapu, korianteri, chili. Tarjoillaan Nirvana-kastikkeen (chili, lime, inkivääri) kanssa.
		Mains | NUUDELISALAATTI - GO NUTS : Lasinuudeli, porkkana, avokado, punakaali, parsakaali, maapähkinävoikastike
		Desserts | OMENAPIIRAKKA : Tarjoillaan soija-vaniljakastikkeen kera
		Desserts | SUKLAAKAKKU - BETTER THAN (MOST) SEX : Tarjoillaan talon jäätelön kera
Ristorante Momento Eliel	[]	"Salads | Caesar-salaatti : Perinteinen Caesar-salaatti valitsemallasi täytteellä
(kana-kirsikkatomaatti tai chevre-aurinkokuivattu tomaatti)"
		Pasta | Pasta bolognese : Perinteistä bolognesekastiketta, rukolaa ja liguinepastaa L
		Pasta | Curry-kanapasta : Hunajamarinoitua broilerinrintaa, kermaisaa curry-tomaattikastiketta, sipulia, rukolaa ja pennepastaa L
		Pasta | Pasta frutti di mare : Tonnikalaa, katkarapuja, tomaattista valkoviini-kermakastiketta, tilliä, sitruunaa ja pennepastaa L
		Burgers | Beef burger –ateria : Jauhettu naudan kokolihapihvi, salaattisekoitusta, marinoitua punasipulia, paprikaa, maustekurkkua, herkkumajoneesia, cheddarjuustoa, ranskanperunoita ja paneroituja sipulirenkaita
		Pizza | Bologna : Perinteistä naudanjauhelihakastiketta
		Pizza | New York : Palvikinkkua, ananasta ja aurajuustoa
		Pizza | Quattro stagioni : Palvikinkkua, herkkusieniä, katkarapuja ja tuorepaprikaa
Bistro Palo	['Gluten-free', 'Vegan', 'Vegetarian']	Burgers | ROYALE WITH CHEESE SMASH BURGER : 2X70g naudanlihapihviä, reilusti cheddarjuustoa, ketsuppia, amerikansinappia, tuoretta sipulia, suolakurkkua ja salaattia
		"Burgers | MALMI FRIED CHICKEN BURGER : Rapeaa paneroitua kanaa, cheddarjuustoa, savu-paprikamajoneesia,
salaattia ja suolakurkkua"
		Burgers | MALMI GREEN : Beyond Meat -pihvi, paistettua sipulia, chimichurria, vegaanista limeaiolia, salaattia ja tomaattia
		Mains | MFC = MALMI FRIED CHICKEN (L,G) : Rapeaa frittikanaa, savupaprikamajoneesia, coleslaw, marinoitua punasipulia, chiliä ja ranskalaisia
		"Mains | LEHTIPIHVI : 160g härän ulkofilepihvi ja maustevoi
Valitse lisäksi: ranskalaiset, perunamuusi tai salaatti"
		"Mains | MALMIN MAALAISSALAATTI (M,G) : Raikas vihersalaatti, kirsikkatomaattia, keitettyä
kananmunaa, vihreitä papuja, perunaa, marinoitua
punasipulia ja talon sinappi-vinegretti"
		Desserts | BROWNIE (L) : Suklaabrownie ja vaniljajäätelöä
Restaurant Indus	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | TIBETIAN DUMPLINGS (MOMO) (5KPL) : Höyrytettyjä kasvis- tai kananyyttejä
		Starters | VEG SAMOSA (2 KPL) : Perunalla täytettyjä rapeita friteerattuja kasvispasteijoita chutneyn kera
		Starters | KING PRAWN PAKODA : Kikhernejauhoissa pyöräytettyjä, friteerattuja jättikatkarapuja chutneyn kera
		Mains | BUTTER CHICKEN : Yrtti-jogurttimarinoituja ja tandoori-uunissa grillattuja kanan fileepaloja tomaatti-, voi- ja kermakastikkeessa
		Mains | MIX TANDOOR SIRAZ : Yrtti-jogurttimarinoituja ja tandoori-uunissa grillattuja kanan fileepaloja sekä lampaan paloja, tuorejuustoa, lampaan jauhelihavartaita ja jättkatkarapuja paprika-, tomaatti-, inkivääri-, valkosipuli- ja jogurttikastikkeessa
		Mains | SHAHI KIN PRAWN : Jättikatkarapuja tomaatti-, voi- ja kermakastikkeessa
		Vegetarian | ALU GOBI : Paistettua perunaa ja kukkakaalia kuminan simene-, inkivääri-, tomaatti-, sipuli- ja masalakastikeessa
		Vegetarian | PANEER CHILI : Tuorejuustoa, sipulia, paprikaa ja inkivääriä soija- ja chilikastikkeessa
		Vegetarian | TOFU TIKKA : Marinoituja tofua, sipulia, paprikaa, ja inkivääriä jogurttikastikkeessa
Taste of Uyghur	['Gluten-free', 'Vegan', 'Vegetarian']	Chef's Recommendations | kawa Manta/葫芦包子 : kurpitsa, sipuli ja liha 12 kpl
		Chef's Recommendations | Qoruma chöp/干煸炒面 : Käsintehty nuudeli, naudanliha, vihannekset, inkivääri ja seesami
		Chef's Recommendations | 黄面烤肉/ Serikash : Kylmä nuudeli chili+valkosipuli-kastikkeessa ja Uyghur Kebab
Masa’s Pizza Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Kebabs | PITAKEBAB : talon pitaleipa, kebabliha, salaatti, kurkku, kirsikkatomaatti, punasipuli, tomaattinen kebabkastike, Masa's majoneesi
		Kebabs | ISKENDER KEBAB : talon leipä, kebabliha, salaatti, kurkku, kirsikkatomaatti, tomaattinen kebabkastike ja jogurtti-kastike
		Kebabs | KEBABRULLA : kebabliha, talon leipa, salaatti, kurkku, punasipuli, kirsikkatomaatti, tomaattinen kebabkastike, Mesa's majonees
		Pizza | MARGHERITA : buffalo mozzarella, basilika
		Pizza | BIANCO TONNO : tonnikala, katkarapu, rucola
		Pizza | DI PARMA : ilmakuivattu kinkku, kirsikkatomaatti, pestokastike, basilika
DinKrog Svenskis	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Skagenröra på stekt brioche med dill-gurka : Skagenröra paistetulla briocheilla ja tilli kurkkua Skagenröra (shrimpsalad) on fried brioche with dill cucumber 14,50 €
		Starters | Traditionell laxsoppa Perinteinen lohikeitto Traditional salmon soup : Lite/Pieni 15,50 €/ Stor/Iso 17,50 €
		Starters | Huomioittehan, että mikäli ette voi tehdä pöytävarausta, ravintola on täynnä tai varattu yksityistilaisuutta varten.
		Starters | Köttpastej i buljong Lihapasteija liemessä : Meat pie in gravy
		Mains | Kantarellrisotto med färsk parmesan Kantarellirisotto tuoreella parmesaanilla : Chantarelle risotto with fresh Parmesan
		Mains | Köttpastej i buljong Lihapasteija liemessä : Meat pie in gravy
		Mains | Limoncellopasta med rökt lax  Limoncellopasta ja savulohta : Limoncello pasta with smoked salmon
		Desserts | Omena-marenki : Apple & Meringue
Megobaro Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | BADRIJANI NIGVZIT : FRIED EGGPLANT ROLLS STUFFED WITH WALNUT PASTE
		Starters | VARENIKY (WITH POTATO OR CABBAGE) : UKRAINIAN DUMPLINGS WITH POTATO, HERBS, GARLIC, ONION AND SPICES
		Starters | BANOSH : UKRAINIAN CORN PORRIDGE WITH SOUR CREAM, BACON AND SALTY CHEESE
		Mains | CHASHUSHULI : GEORGIAN BEEF STEW WITH TOMATO AND HERBS
		Mains | ADJAPSANDALI : EGGPLANT STEW WITH BELL PEPPER,CARROT AND HERBS
		Mains | HOLUBTSI : UKRAINIAN PORK STUFFED CABBAGE ROLLS
		Desserts | HONEY CAKE : GEORGIAN TRADITIONAL LAYERED HONEY CAKE
		Desserts | SYRNIKI : UKRAINIAN SWEET CHEESE PANCAKES
		Desserts | VARENIKY DESSERT : UKRAINIAN HALF MOON SHAPED PIROGIES STUFFED WITH SWEET CHERRY
DIF Döner Punavuori	['Gluten-free', 'Vegan', 'Vegetarian']	Sides | GREEK STYLE RANSKALAISET : Fetaa, kevätsipulia ja jogurttikastiketta (G, L)
		Sides | TZATZIKI : Oliiviöljyä, persiljaa ja minttua (G, L)
		Sides | HALLOUMTIKUT : Zhug-yrttikastiketta (G)
		"Mains | LEIPÄDÖNER : Diffin berlin-leipä, vahvaa
tomaattikastiketta sekä valkosipulijogurttikastiketta"
		"Mains | RIISI DÖNER : Pitkää basmatiriisiä, ruskistettua
voita, vahvaa tomaattikastiketta sekä
valkosipuli-jogurttikastiketta"
		"Mains | ISKENDER DÖNER : Diffin berlin-leipää kuutioituna,
ruskistettua voita, vahvaa tomaattikastiketta sekä valkosipulijogurttikastiketta"
Green Hippo Kallio	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | ​MORNING QUICKIE : Avokadoleipä, latte / cappucino, health shot
		Breakfast | ​HILBERT'S SPECIAL : Munakokkeli, smoothie, kahvi
		Mains | AVOKADOPASTA - THE NOTHING NEW : Avokado, chili, valkosipuli, basilikaöljy, parmesaani
		Mains | BUDDHA BOWL - READY, STEADY, ZEN! : Kvinoa, bataatti, kukkakaalipyree, punajuurihummus, porkkana, avokado, punakaali, granaattiomena, soijapapu, korianteri, chili. Tarjoillaan Nirvana-kastikkeen (chili, lime, inkivääri) kanssa.
		Mains | NUUDELISALAATTI - GO NUTS : Lasinuudeli, porkkana, avokado, punakaali, parsakaali, maapähkinävoikastike
		Desserts | OMENAPIIRAKKA : Tarjoillaan soija-vaniljakastikkeen kera
		Desserts | SUKLAAKAKKU - BETTER THAN (MOST) SEX : Tarjoillaan talon jäätelön kera
Pho Nokis	['Vegan', 'Vegetarian']	Soups | Phở Gà : Phở with slow simmered chicken broth, chicken, our hand-made rice noodles and fresh herbs
		"Soups | Mì Cay Thập Cẩm : Egg noodles, chicken, chicken Meatballs, Xa Xiu roasted pork rind, eggs,onion, season’s cabbage, mung beans and herbs, spicy chicken broth (contains shrimp)
(GL)"
		"Soups | Phở Bò Sốt Vang : Phở with slow simmered beef broth mixed with Sốt Vang broth, braised beef, our handmade rice noodles and fresh herbs
(GL)"
		"Mains | Bún Bò Trộn Nước Mắm : Entrecôte and rice vermicelli with thinly sliced salad and mild fish sauce
(GL)"
		"Mains | Bánh Mì Chả : Chicken sausage, chicken liver pâté, pickles, onion, carrot, cucumber, black radish, herbs and mayo
(L)"
		Mains | Phở Trộn Chay Sốt Chua Ngọt : Rice noodles, vegan sweet and sour sauce, crispy fried onions, nuts, herbs1. Härkis2. Nyhtökaura(GL) (Spicy)
Pancho Villa Malmi	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | LOADED MEXICAN NACHOS : Nachoja, Talon guacamolea, Salsa Rojaa, ranskankermaa, Pico de Galloa. Lisää paneroitua kanaa +3,50 €
		Starters | MOZZARELLATIKUT 4 KPl : Salaattia, valkosipulidippi
		Starters | LOADED CRISPY FRIES CHEESE & BACON : Rapeaa pekonimurua, lämmintä juustokastiketta
		Grill | MEKSIKOLAINEN PIPPURIPIHVI : Pariloitu naudan ulkofileepihvi, grillikasviksia, juustokastiketta, pariloitua maissia, jalapenoja.Annokset sisältävät valintasi mukaan Talon ranskalaiset, crispers-perunat, bataattiranskalaiset, Talon lohkoperunat, uuniperunan, salaatin tai grillatut kasvikset.Testaa pihvin tilalla paneroitua kanaa 21,90 €
		Grill | JUKATANIN LOHTA : Pariloitua lohta, valintasi mukaan aurajuustokastike, Salsa Roja tai Fresh Mexican -kastike. Lisäksi pariloitua maissia ja grillikasviksia.Annokset sisältävät valintasi mukaan Talon ranskalaiset, crispers-perunat, bataattiranskalaiset, Talon lohkoperunat, uuniperunan, salaatin tai grillatut kasvikset.
		Mains | QUESADILLAS BLACKENED CAJUN -KANAA : Vehnätortillan välissä salsaa, Talon guacamolea, Monterey Jack -juustoa, jalapenoja ja Blackened Cajun -kanaa.Annos tarjoillaan salaatin kera.Lisänä ranskankermadippi
		"Mains | COMBITO FAJITAS : Vehnätortilloja (3kpl 1hlö, 6kpl 2hlö).
Talon guacamole-, ranskankerma- ja salsadipit. Tarjoillaan salaatin kera.Valurautapannussa sipuli-paprikapaistosta ja kaksi valitsemaasi päätäytettä:Vege (PV)VuohenjuustoFriteerattu HalloumiPaneroitu kanaBlackened Cajun -kanaaBlackened Cajun -naudan ulkofileeYlikypsä possun kylkiGrillatut kasvikset"
		Desserts | MEKSIKOLAINEN OMENAPIIRAS : Vaniljajäätelöä, kermavaahtoa ja vaahterasiirappia.Upeat jäätelömme valmistetaan yhteistyössä kotimaisen Art Gelaton kanssa räätälöitynä Pancho Villojen asiakkaille.Jäätelöt syntyvät käsityönä Keski-Suomen sydämessä kotimaisesta maidosta ja kermasta, sekä laadukkaimman tason makua antavista aineksista.
		Desserts | KAUDEN SORBETTI : Kysy tarjoilijalta kauden maku
Lopez Tacos Kamppi	['Gluten-free', 'Vegan', 'Vegetarian']	"Sides | Guacamole & Nachos : fresh avocado, tomato,
onion, chili, marinated
in lime."
		"Sides | Empanadas : corn masa, cheese,
mushroom or chorizo,
fresco cheese, cream
& pico de gallo salsa."
		"Mains | Enchiladas / Verdes : shredded chicken, green chili-tomatillo
salsa, sour cream, lettuce, fresco
cheese, pickled onion, fresh onion,
coriander & kidney beans."
		"Mains | Quesadillas : Quesadillas are filled with cheese &
topped with sour cream, fresco cheese,
pickled red onion & coriander. Served
with pico de gallo salsa.
(Choose chicken, pork, cauliflower or
only cheese)."
		"Taco | CHICKEN TINGA : shredded chicken in chipotle-tomato
sauce, kidney beans mash, sour cream,
fresco cheese, pickled onion, coriander."
		"Taco | BAJA FISH : tempura fried cod fish, tartare mayo,
coleslaw, pico de gallo salsa, chili mayo."
		"Taco | AL PASTOR : adobo marinated pork, grilled pineapple,
fresh onion & coriander."
JUGANG Helsinki Wanhasatama	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Tzatziki(L,G) ja lämmin pitaleipä (M) : Jogurtti maustettuna, oliiviöljy, kurkku, valkosipuli
		Starters | Dolmades : Riisillä ja tuoreyrteillä täytettyjä viininlehtikääryleitä
		Starters | Munakoisosalaatti : Munakoiso, oliiviöljy, paprika, hunaja, persilja, feta
		Mains | Boutaki Arni : Punaviinissä haudutettua lammasta
		Mains | Kanasouvlaki : Grillatut kanavartaat
		Mains | Spanakopita : Feta-pinaattipiirakka
		Desserts | Baklava : Filotaikina, pähkinää, hunajaa
		Desserts | Jogurtti Me Meli : Jogurttia, hunajaa, saksanpähkinää
99 TopMeal	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Silputtu kana-nuudelikeitto
		Mains | Mausteinen ja hapan possu ja riisinuudelit
		Mains | Tofu- ja kasvisnuudelikeitto
Ristorante Mirella	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | PANE CON AGLIO ~ 2 KPL : Valkosipulileipää
		Starters | BRUSCHETTA DIAVOLO ~ 2KPL : Ilmakuivattua kinkkua, mozzarellaa, tomaattikuutioita, oliiviöljyä, rapeaa leipää
		Mains | RISOTTO ALLA RUCOLA E POLLO : broileri, pesto, rucola, parmesan juusto, valkosipuli, yrttiseos
		Mains | SPAGHETTI ALLA CARBONARA : Pekoni, kerma-kananmunakastike
		Mains | MARGARITA : napoletana-tomaattikastike, tuore tomaatti, mozzarella, basilika, oliiviöljy
		Desserts | PIZZA NUTELLA : Nutellaa, mansikoita tai banaania, tomusokeria
Rannagor	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Singara : Käsintehty taikina täytettynä perunalla, sipulilla, vihreillä pavuilla ja herneillä. Tarjoillaan vihreän mango-chutneyn kanssa.
		Starters | Täytetty sieni kanalla (G, P) : Miedosti maustetulla kanalla täytetty sieni
		Starters | Friteerattu katkarapupyörykkä (L, P) : Leivitetty ja friteerattu katkarapupyörykkä. Marinoitu inkiväärissä, valkosipulissa ja 5 muussa mausteessa. Tarjoillaan perunakakun kera.
		Mains | Verar gosh (Lammasta) bhuna (L, G, N) : Lammasta keskitulisessa kastikkeessa, sipulin, valkosipulin, inkiväärin ja mausteiden kanssa.
		Mains | Sobji torkari (V, G, N) : Kauden kasviksia tomaatti-sipulikastikkeessa.
		Mains | Chingri piaz vuna (L, G, N) : Miedon mausteisessa kastikkeessa kypsennettyä katkarapua ja sipulia
		Desserts | Shemai (L) : Paahdettua vermicelliä, gheetä, maitoa, sokeria, rusinoita, kanelitanko
Ravintola Lukla	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | LUKLA SPECIAL SOUP : Soup in cream with shrimp and chicken
		Starters | VEG SAMOSA : Deep fried pastry stuffed with potatoes and peas
		Starters | LAMB CHILI KABAB : Tandoori minced lamb with capsicum & onion in tandoori masala sauce
		Sides | Malai Kofta
		Sides | Tandoori naan
		Sides | RAITA (Jogurttikastike/Yoghurt sauce)
		Mains | KARAHI CHICKEN : Herb yoghurt marinated tandoori oven grilled chicken fillet and capsicum in garlic, tomato and masala sauce
		Mains | TOFU PALAK : Fried tofu and spinach in tomato cream curry sauce
		Mains | LAMB SIZZLER : Tandoori marinated lamb fillet in onion, garlic, tomato, capsicum and ginger masala sauce
Boneless Flemari	['Gluten-free', 'Vegan', 'Vegetarian']	Chicken | Boneless Buffalo : Rapeaksi friteerattuja broilerin reisipaloja talon omalla buffalo-kastikkeella ja ruohosipulilla höystettynä
		Chicken | Boneless Parmesan : Rapeaksi friteerattuja broilerin reisipaloja valkosipulivoilla, parmesaani-juustolla ja persiljalla höystettynä
		Chicken | Boneless BFC Bucket : 800g rapeaksi friteerattua broileria, isot ranskalaiset & kolme dippiä
		Sides | Crispy Fries : Rapeaksi paistetut lankkuperunat
		Sides | Perunakroketit : Rapeaksi paistetut korkettiperunat
		Sides | Sesame Slaw : Talon seesamimaustettua coleslawta
		Burgers | Double Cheese : Kaksi rapeapintaiseksi paistettua naudanlihapihvia, cheddarjuustoa, maustekurkkua, punasipulia ja japanilaista kewpie-majoneesia, seesamibriossi sämpylä
		Burgers | Senõr Jalapeno : Kaksi rapeapintaiseksi paistettua naudanlihapihvia, kypsytettyä cheddarjuustoa, friteerattuja perunatikkuja, pikkelöityä jalopenoa ja paahdettua jalapeno-majoneesia, seesamibriossi-sämpylä
		Burgers | Cali Chicken : Rapeaksi paistettua broilerin koipireisipala, cheddar juusto, jäävuorisalaatti, punasipuli, maustekurkku, burgerikastike
Seksico® Tacos Viiskulma	['Gluten-free', 'Vegan', 'Vegetarian']	Taco | Ali's Pastor : Chipotella maustettua paahdettua porsaan niskaa ja salsa verdeä
		Taco | Fucking Chicken : Pibil-maustettua kanaa ja pico de galloa
		Taco | Baja Style Fish : Rapeaa turskaa ja marinoitua punakaalta
Levant Töölö	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Meze Vegan : FALAFEL, HUMMUS, MARINOIDUT KASVIKSET, TABBOULEH, BABA GANOUSH
		Mains | Meze Levant : FALAFEL, HUMMUS, TABBOULEH, BABA GANOUSH, TOMAATTIPAPU
		Mains | Levant Original (Grillattu falafelrulla)
Dylan Kottby	['Vegetarian']	Lunch | Lämmin Buffet
		Lunch | Late lunch : (joka päivä klo 13.00 - 14.00)
		Lunch | Keitto ja salaatti
		Salads | Lounas salaatti
		Soups | Keitto
Cafe Elo	['Gluten-free', 'Vegan', 'Vegetarian']	Brunch | Cafe Elon brunssi : Kattaukset klo 11.00, 13.00Kattauksen kesto 1,5 hBrunssin kanssa lasi kuohuvaa 6€
		Lunch | Salaatti & Pääruoka : Arkisin lounas tarjolla 10.30-14.00. Tarjolla on talon leipää, runsas salaattipöytä, päivän pääruoat & keitto sekä kahvia ja pientä makeaa.
		Lunch | Salaatti & Keitto : Arkisin lounas tarjolla 10.30-14.00. Tarjolla on talon leipää, runsas salaattipöytä, päivän pääruoat & keitto sekä kahvia ja pientä makeaa.
Pikku Ranska	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Metsäsienikeitto & talon leipää (L,G)
		Starters | Paahdetut etanat & talon leipää (L,G)
		Starters | Katkarapuvartaat 2kpl, majoneesi & talon leipää (L,G)
		Mains | Lehtipihvi (L,G) : maustevoi, kausivihanneksia
		Mains | Vuohenjuustokana : Vuohenjuusto, kermakastike, kausivihannekset
		Mains | Paistettu kuha (L,G) : hummerikastike, kausivihannekset
		Desserts | Omenacrumble ja vaniljajäätelö (L)
		Desserts | Crème brûlée (L,G)
		Desserts | Lämpimät browniesit & vaniljajäätelöä (L)
Lopez Tacos Teurastamo	['Gluten-free', 'Vegan', 'Vegetarian']	"Starters | Guacamole & Nachos : fresh avocado, tomato,
onion, chili, marinated
in lime."
		"Starters | Empanadas : corn masa, cheese,
mushroom or chorizo,
fresco cheese, cream
& pico de gallo salsa."
		"Mains | Enchiladas / Verdes : shredded chicken, green chili-tomatillo
salsa, sour cream, lettuce, fresco
cheese, pickled onion, fresh onion,
coriander & kidney beans."
		"Mains | Quesadillas : Quesadillas are filled with cheese &
topped with sour cream, fresco cheese,
pickled red onion & coriander. Served
with pico de gallo salsa.
(Choose chicken, pork, cauliflower or
only cheese)."
		"Taco | CHICKEN TINGA : shredded chicken in chipotle-tomato
sauce, kidney beans mash, sour cream,
fresco cheese, pickled onion, coriander."
		"Taco | BAJA FISH : tempura fried cod fish, tartare mayo,
coleslaw, pico de gallo salsa, chili mayo."
		"Taco | AL PASTOR : adobo marinated pork, grilled pineapple,
fresh onion & coriander."
Open Lobby - Ruoholahti	['Gluten-free', 'Vegetarian']	"Starters | SALMON ”SMÖRREBRÖD” L, (G*) : Savulohirilletteä, tuoreita yrttejä ja salaattia, tilliöljyä,
kirsikkatomaattia, pikkelöityä fenkolia sekä paahdettua talon
leipää"
		Starters | PÄIVÄN KEITTO
		"Mains | RAVIOLI L, (G*) : Portobello täytteisiä ravioleja, puolikuivattua tomaattia,
lehtikaalia sekä ranskankermakastiketta"
		"Mains | RAINBOW TROUT L, G : Paahdettua Benella-kirjolohta, lehtikaali-chimichurriperunaa,
kauden kasviksia ja sitruuna-hollandaisea"
		"Mains | STEAK L, G : Härän ulkofileepihvi 200 g (Suomi), piparjuurimajoneesia,
perunaröstiä, kauden kasviksia ja punaviinikastiketta"
		Desserts | CHOCOLATE L, G : Tumma suklaa parfait, pähkinäkrokanttia ja lämmintä suolakinuskia
Suski Bar & Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	"Starters | SUSKIN LOHI CEVICHE (M) : Kylmäsavulohi-ceviche, grillattua avokadoa, limeä,
mallasleipää ja lempeää pikkelöityä chiliä"
		"Starters | SUSKIN LEIPÄÄ JA VOITA : Mad Hopper -mallasleipää sekä ruskistettua &
vaahdotettua voita"
		"Mains | LEHTIPIHVI (L, G) : Ohueksi nuijittu naudan ulkofileepihvi, valkosipuliyrttimaustevoita, punaviinikastiketta & paahdettuja
kauden kasviksia sekä ranskalaisia"
